arrest_year,sex,age_cohort,category,neighbourhood
2019,Male,35 to 44,Criminal Code Traffic,Bendale-Glen Andrew
2020,Male,45 to 54,Crimes Against the Person,Newtonbrook East
2020,Male,45 to 54,Crimes Against Property,St Lawrence-East Bayfront-The Islands
2019,Male,55 to 64,Crimes Against the Person,Eringate-Centennial-West Deane
2016,Female,25 to 34,Other Criminal Code Violations,Alderwood
2021,Female,<18,Crimes Against the Person,Downtown Yonge East
2015,Male,25 to 34,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2020,Male,45 to 54,Crimes Against Property,York University Heights
2014,Male,18 to 24,Crimes Against the Person,Bedford Park-Nortown
2017,Female,45 to 54,Crimes Against Property,Don Valley Village
2019,Female,18 to 24,Crimes Against the Person,NSA
2017,Male,25 to 34,Crimes Against Property,North St.James Town
2020,Male,18 to 24,Crimes Against the Person,Little Portugal
2022,Female,55 to 64,Crimes Against the Person,Weston
2020,Male,25 to 34,Controlled Drugs and Substances Act,Harbourfront-CityPlace
2014,Male,55 to 64,Crimes Against Property,Tam O'Shanter-Sullivan
2015,Female,<18,Crimes Against Property,Dorset Park
2017,Female,18 to 24,Other Criminal Code Violations,Islington
2018,Female,18 to 24,Crimes Against Property,Yorkdale-Glen Park
2020,Male,45 to 54,Crimes Against the Person,West Rouge
2016,Female,25 to 34,Crimes Against Property,Islington
2015,Male,18 to 24,Crimes Against Property,L'Amoreaux West
2017,Male,<18,Crimes Against the Person,Yorkdale-Glen Park
2016,Male,35 to 44,Controlled Drugs and Substances Act,Ionview
2019,Female,18 to 24,Crimes Against the Person,Runnymede-Bloor West Village
2018,Male,25 to 34,Criminal Code Traffic,West Hill
2022,Male,55 to 64,Crimes Against the Person,East L'Amoreaux
2014,Male,65+,Crimes Against the Person,Lambton Baby Point
2016,Female,18 to 24,Other Criminal Code Violations,East End-Danforth
2021,Male,45 to 54,Other Criminal Code Violations,Corso Italia-Davenport
2020,Female,<18,Crimes Against Property,Henry Farm
2014,Male,18 to 24,Criminal Code Traffic,Mount Olive-Silverstone-Jamestown
2020,Female,25 to 34,Crimes Against Property,Church-Wellesley
2015,Female,18 to 24,Other Criminal Code Violations,Harbourfront-CityPlace
2016,Male,25 to 34,Crimes Against the Person,Birchcliffe-Cliffside
2014,Male,25 to 34,Crimes Against the Person,Dufferin Grove
2020,Male,25 to 34,Crimes Against Property,Kensington-Chinatown
2018,Male,<18,Crimes Against Property,Yonge-St.Clair
2021,Male,<18,Crimes Against Property,Humewood-Cedarvale
2015,Male,25 to 34,Crimes Against the Person,Elms-Old Rexdale
2021,Male,45 to 54,Other Criminal Code Violations,North St.James Town
2015,Female,25 to 34,Controlled Drugs and Substances Act,West Humber-Clairville
2021,Female,35 to 44,Crimes Against Property,Yonge-Bay Corridor
2014,Female,65+,Crimes Against Property,Lawrence Park South
2019,Male,18 to 24,Controlled Drugs and Substances Act,Malvern East
2020,Male,35 to 44,Crimes Against the Person,Yorkdale-Glen Park
2017,Male,18 to 24,Crimes Against the Person,North St.James Town
2022,Male,35 to 44,Controlled Drugs and Substances Act,Willowdale West
2017,Female,35 to 44,Criminal Code Traffic,Clairlea-Birchmount
2019,Female,25 to 34,Other Criminal Code Violations,St Lawrence-East Bayfront-The Islands
2017,Male,35 to 44,Other Criminal Code Violations,Lambton Baby Point
2014,Male,35 to 44,Criminal Code Traffic,L'Amoreaux West
2015,Male,35 to 44,Other Criminal Code Violations,Glenfield-Jane Heights
2022,Male,45 to 54,Crimes Against the Person,Highland Creek
2017,Male,25 to 34,Criminal Code Traffic,Agincourt South-Malvern West
2015,Male,35 to 44,Crimes Against Property,Malvern West
2015,Female,25 to 34,Crimes Against Property,High Park-Swansea
2021,Male,<18,Crimes Against the Person,Lawrence Park South
2018,Female,35 to 44,Other Criminal Code Violations,Roncesvalles
2022,Male,35 to 44,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2019,Male,55 to 64,Crimes Against the Person,Downtown Yonge East
2017,Male,18 to 24,Crimes Against Property,Clairlea-Birchmount
2018,Female,18 to 24,Other Criminal Code Violations,Kennedy Park
2017,Male,<18,Crimes Against Property,Rockcliffe-Smythe
2014,Male,35 to 44,Crimes Against the Person,Lambton Baby Point
2018,Male,35 to 44,Crimes Against the Person,Agincourt South-Malvern West
2016,Male,35 to 44,Controlled Drugs and Substances Act,Mount Olive-Silverstone-Jamestown
2019,Male,35 to 44,Crimes Against Property,Weston
2017,Male,25 to 34,Other Criminal Code Violations,Wychwood
2014,Male,45 to 54,Crimes Against the Person,Little Portugal
2019,Male,18 to 24,Other Criminal Code Violations,Kennedy Park
2022,Male,18 to 24,Crimes Against Property,NSA
2016,Female,18 to 24,Other Criminal Code Violations,Danforth East York
2020,Female,<18,Crimes Against the Person,Mount Dennis
2020,Male,<18,Other Criminal Code Violations,Cliffcrest
2019,Female,45 to 54,Other Criminal Code Violations,Cliffcrest
2020,Male,35 to 44,Crimes Against the Person,Danforth
2016,Male,45 to 54,Criminal Code Traffic,West Humber-Clairville
2017,Male,35 to 44,Crimes Against the Person,Downsview
2022,Male,55 to 64,Crimes Against the Person,Victoria Village
2019,Male,55 to 64,Crimes Against the Person,Kingsway South
2016,Male,45 to 54,Other Criminal Code Violations,Kingsview Village-The Westway
2018,Female,35 to 44,Other Criminal Code Violations,Little Portugal
2016,Male,<18,Crimes Against the Person,Briar Hill-Belgravia
2014,Male,45 to 54,Other Criminal Code Violations,Forest Hill South
2018,Male,65+,Other Criminal Code Violations,Eringate-Centennial-West Deane
2017,Male,55 to 64,Crimes Against the Person,Forest Hill North
2021,Female,25 to 34,Crimes Against the Person,High Park-Swansea
2017,Male,25 to 34,Crimes Against the Person,Woburn North
2018,Female,65+,Criminal Code Traffic,Clairlea-Birchmount
2019,Female,55 to 64,Crimes Against Property,Milliken
2022,Female,25 to 34,Crimes Against Property,Newtonbrook East
2022,Male,45 to 54,Crimes Against Property,Islington
2019,Male,<18,Crimes Against Property,South Riverdale
2014,Male,25 to 34,Crimes Against Property,Newtonbrook West
2022,Male,35 to 44,Crimes Against the Person,Bathurst Manor
2015,Male,55 to 64,Crimes Against the Person,Caledonia-Fairbank
2020,Male,18 to 24,Crimes Against the Person,Kennedy Park
2022,Male,45 to 54,Crimes Against the Person,Dovercourt Village
2022,Female,25 to 34,Crimes Against the Person,Weston
2021,Male,35 to 44,Crimes Against Property,Clanton Park
2019,Male,25 to 34,Crimes Against Property,Church-Wellesley
2017,Male,18 to 24,Other Criminal Code Violations,St Lawrence-East Bayfront-The Islands
2017,Male,35 to 44,Controlled Drugs and Substances Act,Brookhaven-Amesbury
2019,Male,18 to 24,Crimes Against Property,Etobicoke City Centre
2018,Male,45 to 54,Crimes Against Property,Humber Bay Shores
2020,Male,35 to 44,Other Criminal Code Violations,Guildwood
2015,Female,18 to 24,Crimes Against Property,Weston
2014,Male,18 to 24,Crimes Against the Person,Eringate-Centennial-West Deane
2017,Female,18 to 24,Crimes Against the Person,Rexdale-Kipling
2018,Male,35 to 44,Crimes Against Property,Rosedale-Moore Park
2020,Female,35 to 44,Other Criminal Code Violations,Fenside-Parkwoods
2016,Male,35 to 44,Other Criminal Code Violations,NSA
2017,Male,35 to 44,Controlled Drugs and Substances Act,Ionview
2018,Male,<18,Crimes Against the Person,Bayview Woods-Steeles
2016,Male,25 to 34,Other Criminal Code Violations,South Riverdale
2021,Male,25 to 34,Crimes Against the Person,Oakdale-Beverley Heights
2017,Male,45 to 54,Other Criminal Code Violations,Newtonbrook West
2022,Male,45 to 54,Controlled Drugs and Substances Act,Yorkdale-Glen Park
2015,Female,45 to 54,Crimes Against the Person,Victoria Village
2017,Male,35 to 44,Crimes Against Property,High Park North
2018,Female,25 to 34,Crimes Against Property,Old East York
2015,Male,<18,Crimes Against the Person,Wellington Place
2016,Female,25 to 34,Other Criminal Code Violations,O'Connor-Parkview
2016,Male,25 to 34,Controlled Drugs and Substances Act,Morningside
2021,Female,18 to 24,Controlled Drugs and Substances Act,Cabbagetown-South St.James Town
2021,Male,35 to 44,Crimes Against Property,Rockcliffe-Smythe
2018,Male,45 to 54,Controlled Drugs and Substances Act,Fort York-Liberty Village
2021,Female,18 to 24,Crimes Against Property,Stonegate-Queensway
2014,Female,25 to 34,Crimes Against Property,West Humber-Clairville
2021,Male,55 to 64,Crimes Against the Person,Alderwood
2017,Male,18 to 24,Crimes Against the Person,Moss Park
2017,Male,45 to 54,Crimes Against the Person,Pleasant View
2019,Male,25 to 34,Controlled Drugs and Substances Act,Mount Dennis
2022,Male,25 to 34,Criminal Code Traffic,Yonge-Bay Corridor
2021,Male,65+,Other Criminal Code Violations,Newtonbrook West
2017,Female,18 to 24,Crimes Against Property,Yonge-Bay Corridor
2015,Female,18 to 24,Crimes Against the Person,Tam O'Shanter-Sullivan
2014,Female,55 to 64,Other Criminal Code Violations,Humbermede
2018,Male,<18,Crimes Against the Person,Downtown Yonge East
2016,Female,45 to 54,Crimes Against the Person,Palmerston-Little Italy
2016,Male,25 to 34,Crimes Against Property,Etobicoke West Mall
2020,Female,35 to 44,Crimes Against Property,NSA
2015,Male,18 to 24,Other Criminal Code Violations,Woburn North
2022,Male,55 to 64,Crimes Against Property,Victoria Village
2021,Male,35 to 44,Criminal Code Traffic,Glenfield-Jane Heights
2021,Male,25 to 34,Crimes Against the Person,Cliffcrest
2018,Female,35 to 44,Crimes Against Property,Woburn North
2017,Female,55 to 64,Crimes Against the Person,Blake-Jones
2019,Male,35 to 44,Crimes Against the Person,Harbourfront-CityPlace
2019,Male,18 to 24,Crimes Against Property,NSA
2015,Male,45 to 54,Crimes Against the Person,East Willowdale
2014,Female,55 to 64,Crimes Against Property,Lawrence Park South
2017,Male,55 to 64,Crimes Against the Person,Tam O'Shanter-Sullivan
2021,Male,65+,Crimes Against the Person,Old East York
2017,Male,35 to 44,Crimes Against the Person,University
2019,Female,18 to 24,Crimes Against Property,Stonegate-Queensway
2020,Male,65+,Controlled Drugs and Substances Act,Keelesdale-Eglinton West
2022,Male,18 to 24,Crimes Against Property,South Parkdale
2017,Male,35 to 44,Other Criminal Code Violations,University
2022,Male,18 to 24,Crimes Against the Person,Wellington Place
2019,Male,<18,Crimes Against Property,Etobicoke City Centre
2021,Male,55 to 64,Crimes Against Property,Steeles
2015,Male,25 to 34,Criminal Code Traffic,Pelmo Park-Humberlea
2020,Male,35 to 44,Other Criminal Code Violations,Bendale South
2022,Male,18 to 24,Crimes Against the Person,Clanton Park
2017,Female,35 to 44,Crimes Against Property,Trinity-Bellwoods
2015,Female,25 to 34,Crimes Against the Person,Cabbagetown-South St.James Town
2018,Male,<18,Crimes Against the Person,Don Valley Village
2021,Male,55 to 64,Crimes Against the Person,East End-Danforth
2014,Male,25 to 34,Criminal Code Traffic,Etobicoke City Centre
2016,Male,35 to 44,Crimes Against the Person,Blake-Jones
2014,Male,55 to 64,Criminal Code Traffic,Woburn North
2021,Male,45 to 54,Crimes Against Property,Bridle Path-Sunnybrook-York Mills
2015,Female,35 to 44,Crimes Against the Person,Annex
2017,Male,25 to 34,Criminal Code Traffic,Newtonbrook East
2014,Male,55 to 64,Crimes Against the Person,Blake-Jones
2022,Male,<18,Crimes Against the Person,Humber Summit
2015,Male,25 to 34,Other Criminal Code Violations,South Parkdale
2022,Male,35 to 44,Crimes Against the Person,Dufferin Grove
2017,Male,35 to 44,Crimes Against the Person,Oakdale-Beverley Heights
2018,Male,35 to 44,Crimes Against the Person,Scarborough Village
2015,Male,35 to 44,Crimes Against the Person,Glenfield-Jane Heights
2020,Male,<18,Other Criminal Code Violations,Long Branch
2020,Female,25 to 34,Crimes Against the Person,Junction Area
2014,Male,35 to 44,Crimes Against Property,NSA
2015,Male,25 to 34,Crimes Against the Person,Clanton Park
2014,Male,18 to 24,Controlled Drugs and Substances Act,The Beaches
2020,Female,25 to 34,Controlled Drugs and Substances Act,Church-Wellesley
2022,Male,35 to 44,Other Criminal Code Violations,Yonge-St.Clair
2018,Male,35 to 44,Crimes Against Property,Corso Italia-Davenport
2015,Male,18 to 24,Crimes Against the Person,Humewood-Cedarvale
2014,Male,35 to 44,Crimes Against Property,Forest Hill North
2018,Female,55 to 64,Crimes Against the Person,Playter Estates-Danforth
2017,Male,55 to 64,Crimes Against the Person,Palmerston-Little Italy
2022,Male,18 to 24,Crimes Against the Person,Etobicoke West Mall
2022,Female,25 to 34,Crimes Against Property,NSA
2019,Male,35 to 44,Crimes Against Property,Humbermede
2021,Male,18 to 24,Crimes Against the Person,Yorkdale-Glen Park
2019,Male,18 to 24,Other Criminal Code Violations,Wellington Place
2014,Male,18 to 24,Criminal Code Traffic,NSA
2021,Female,25 to 34,Controlled Drugs and Substances Act,Greenwood-Coxwell
2015,Male,<18,Crimes Against Property,Markland Wood
2015,Male,18 to 24,Crimes Against Property,Pelmo Park-Humberlea
2020,Male,35 to 44,Crimes Against Property,Wellington Place
2019,Female,45 to 54,Crimes Against Property,Regent Park
2019,Male,25 to 34,Criminal Code Traffic,The Beaches
2016,Female,<18,Crimes Against the Person,Mount Olive-Silverstone-Jamestown
2020,Male,45 to 54,Crimes Against the Person,Hillcrest Village
2016,Female,18 to 24,Crimes Against the Person,Thistletown-Beaumond Heights
2020,Female,35 to 44,Crimes Against the Person,Fort York-Liberty Village
2014,Male,55 to 64,Controlled Drugs and Substances Act,Beechborough-Greenbrook
2017,Male,<18,Crimes Against the Person,Eglinton East
2015,Male,35 to 44,Crimes Against the Person,Thistletown-Beaumond Heights
2017,Female,45 to 54,Other Criminal Code Violations,NSA
2017,Male,18 to 24,Crimes Against Property,Malvern West
2019,Male,45 to 54,Crimes Against the Person,Eglinton East
2016,Male,45 to 54,Crimes Against Property,Dorset Park
2020,Male,25 to 34,Crimes Against the Person,Willowridge-Martingrove-Richview
2015,Male,25 to 34,Crimes Against Property,Willowdale West
2018,Female,35 to 44,Crimes Against the Person,Cabbagetown-South St.James Town
2018,Female,<18,Crimes Against Property,Lawrence Park South
2017,Male,35 to 44,Other Criminal Code Violations,Rustic
2020,Female,55 to 64,Crimes Against Property,Beechborough-Greenbrook
2021,Male,55 to 64,Crimes Against Property,Wexford/Maryvale
2017,Male,25 to 34,Criminal Code Traffic,Old East York
2015,Female,35 to 44,Controlled Drugs and Substances Act,Rockcliffe-Smythe
2019,Female,25 to 34,Crimes Against the Person,Humewood-Cedarvale
2020,Male,35 to 44,Crimes Against the Person,Golfdale-Cedarbrae-Woburn
2017,Male,18 to 24,Other Criminal Code Violations,Church-Wellesley
2014,Male,<18,Crimes Against Property,Etobicoke City Centre
2015,Male,45 to 54,Crimes Against Property,Yonge-Bay Corridor
2019,Male,18 to 24,Crimes Against Property,Annex
2017,Male,25 to 34,Controlled Drugs and Substances Act,NSA
2021,Female,35 to 44,Crimes Against the Person,Keelesdale-Eglinton West
2014,Male,45 to 54,Crimes Against the Person,Junction-Wallace Emerson
2019,Female,55 to 64,Crimes Against Property,Keelesdale-Eglinton West
2017,Male,55 to 64,Crimes Against the Person,Runnymede-Bloor West Village
2019,Male,55 to 64,Crimes Against Property,Rockcliffe-Smythe
2020,Female,25 to 34,Crimes Against the Person,High Park North
2020,Female,25 to 34,Crimes Against the Person,Malvern West
2015,Female,35 to 44,Crimes Against the Person,Hillcrest Village
2021,Male,65+,Crimes Against Property,Avondale
2015,Male,35 to 44,Controlled Drugs and Substances Act,Malvern West
2014,Female,25 to 34,Other Criminal Code Violations,High Park North
2018,Male,25 to 34,Crimes Against Property,Yonge-Bay Corridor
2015,Male,25 to 34,Crimes Against the Person,Flemingdon Park
2015,Male,25 to 34,Crimes Against Property,Kingsview Village-The Westway
2022,Male,25 to 34,Crimes Against the Person,Kingsview Village-The Westway
2018,Female,18 to 24,Other Criminal Code Violations,Newtonbrook East
2016,Male,45 to 54,Other Criminal Code Violations,Danforth
2015,Male,25 to 34,Other Criminal Code Violations,Yorkdale-Glen Park
2018,Male,55 to 64,Crimes Against the Person,New Toronto
2015,Female,35 to 44,Other Criminal Code Violations,Kennedy Park
2015,Male,35 to 44,Crimes Against the Person,The Beaches
2019,Male,65+,Crimes Against the Person,Milliken
2020,Female,35 to 44,Crimes Against Property,Annex
2015,Male,18 to 24,Crimes Against Property,New Toronto
2020,Female,<18,Crimes Against Property,Etobicoke City Centre
2014,Female,35 to 44,Crimes Against Property,West Humber-Clairville
2022,Female,25 to 34,Crimes Against the Person,Yonge-Bay Corridor
2020,Male,25 to 34,Crimes Against the Person,Wellington Place
2022,Male,35 to 44,Crimes Against Property,Yonge-Doris
2017,Male,45 to 54,Crimes Against Property,Humbermede
2019,Male,18 to 24,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2017,Male,25 to 34,Controlled Drugs and Substances Act,Woodbine Corridor
2014,Female,65+,Crimes Against the Person,Centennial Scarborough
2022,Male,18 to 24,Other Criminal Code Violations,Danforth East York
2016,Male,45 to 54,Criminal Code Traffic,Banbury-Don Mills
