_id,ARREST_YEAR,DIVISION,HOOD_158,NEIGHBOURHOOD_158,SEX,AGE_COHORT,AGE_GROUP,CATEGORY,SUBTYPE,ARREST_COUNT
261,2014,D52,166,St Lawrence-East Bayfront-The Islands (166),Female,35 to 44,Adult,Controlled Drugs and Substances Act,Other,1
262,2016,D22,15,Kingsway South (15),Male,35 to 44,Adult,Crimes Against the Person,Assaults,1
263,2019,D42,128,Agincourt South-Malvern West (128),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
264,2019,D41,121,Oakridge (121),Female,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
265,2017,D53,99,Mount Pleasant East (99),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
266,2018,D33,47,Don Valley Village (47),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
267,2016,D55,NSA,NSA,Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
268,2022,D32,32,Englemount-Lawrence (32),Female,35 to 44,Adult,Crimes Against Property,Other,1
269,2017,D51,74,North St.James Town (74),Female,55 to 64,Adult,Crimes Against Property,Theft Under $5000,2
270,2016,D22,161,Humber Bay Shores (161),Female,25 to 34,Adult,Crimes Against the Person,Other,2
271,2018,D41,125,Ionview (125),Female,<18,Youth,Other Criminal Code Violations,Other,2
272,2017,D42,129,Agincourt North (129),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
273,2015,D11,171,Junction-Wallace Emerson (171),Female,45 to 54,Adult,Crimes Against Property,Other,1
274,2017,D31,21,Humber Summit (21),Female,55 to 64,Adult,Other Criminal Code Violations,Other,2
275,2014,D41,124,Kennedy Park (124),Female,45 to 54,Adult,Criminal Code Traffic,Refuse Sample,1
276,2020,D32,50,Newtonbrook East (50),Male,35 to 44,Adult,Criminal Code Traffic,Refuse Sample,1
277,2015,D55,62,East End-Danforth (62),Male,18 to 24,Adult,Crimes Against Property,Fraud,2
278,2017,D51,NSA,NSA,Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
279,2019,D23,NSA,NSA,Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
280,2018,D32,50,Newtonbrook East (50),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
281,2015,D23,1,West Humber-Clairville (1),Male,55 to 64,Adult,Crimes Against Property,Theft Over $5000,1
282,2018,D33,40,St.Andrew-Windfields (40),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,1
283,2019,D52,169,Bay-Cloverhill (169),Male,65+,Adult,Crimes Against Property,Fraud,1
284,2014,D52,165,Harbourfront-CityPlace (165),Male,25 to 34,Adult,Criminal Code Traffic,Refuse Sample,1
285,2021,D55,66,Danforth (66),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,4
286,2015,D12,111,Rockcliffe-Smythe (111),Male,<18,Youth,Crimes Against the Person,Assaults,6
287,2021,D52,168,Downtown Yonge East (168),Male,45 to 54,Adult,Crimes Against the Person,Robbery,1
288,2019,D42,146,Malvern East (146),Male,35 to 44,Adult,Crimes Against the Person,Robbery,1
289,2014,D14,172,Dovercourt Village (172),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,10
290,2022,D33,42,Banbury-Don Mills (42),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,2
291,2015,D55,54,O'Connor-Parkview (54),Female,25 to 34,Adult,Crimes Against the Person,Assaults,7
292,2020,D32,36,Newtonbrook West (36),Female,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
293,2019,D43,139,Scarborough Village (139),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,2
294,2015,D13,31,Yorkdale-Glen Park (31),Male,45 to 54,Adult,Crimes Against Property,Other,1
295,2018,D31,27,York University Heights (27),Female,35 to 44,Adult,Crimes Against the Person,Assaults,3
296,2017,D43,133,Centennial Scarborough (133),Male,<18,Youth,Crimes Against the Person,Assaults,4
297,2017,D33,40,St.Andrew-Windfields (40),Male,18 to 24,Adult,Crimes Against the Person,Assaults,2
298,2021,D52,168,Downtown Yonge East (168),Female,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
299,2018,D14,164,Wellington Place (164),Female,35 to 44,Adult,Other Criminal Code Violations,Other,5
300,2020,D52,78,Kensington-Chinatown (78),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
301,2022,D53,173,North Toronto (173),Male,35 to 44,Adult,Other Criminal Code Violations,Other,8
302,2018,D14,79,University (79),Female,18 to 24,Adult,Crimes Against Property,Fraud,1
303,2019,D41,120,Clairlea-Birchmount (120),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,1
304,2020,D42,128,Agincourt South-Malvern West (128),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,1
305,2020,D55,67,Playter Estates-Danforth (67),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,2
306,2022,D55,44,Flemingdon Park (44),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,2
307,2022,D41,124,Kennedy Park (124),Female,25 to 34,Adult,Crimes Against Property,Break and Enter,3
308,2017,D14,85,South Parkdale (85),Male,18 to 24,Adult,Crimes Against Property,Fraud,1
309,2021,D52,168,Downtown Yonge East (168),Male,35 to 44,Adult,Crimes Against the Person,Assaults,5
310,2019,D31,25,Glenfield-Jane Heights (25),Female,35 to 44,Adult,Crimes Against the Person,Assaults,7
311,2022,D13,108,Briar Hill-Belgravia (108),Male,25 to 34,Adult,Other Criminal Code Violations,Other,6
312,2017,D51,71,Cabbagetown-South St.James Town (71),Male,45 to 54,Adult,Crimes Against Property,Fraud,3
313,2019,D55,61,Taylor-Massey (61),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5
314,2019,D22,13,Etobicoke West Mall (13),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,1
315,2020,D33,49,Bayview Woods-Steeles (49),Male,18 to 24,Adult,Crimes Against the Person,Other,1
316,2019,D55,62,East End-Danforth (62),Male,55 to 64,Adult,Crimes Against the Person,Other,3
317,2015,D43,123,Cliffcrest (123),Female,<18,Youth,Crimes Against the Person,Assaults,1
318,2014,D43,136,West Hill (136),Male,55 to 64,Adult,Controlled Drugs and Substances Act,Other,1
319,2016,D22,160,Mimico-Queensway (160),Female,18 to 24,Adult,Controlled Drugs and Substances Act,Other,1
320,2021,D14,80,Palmerston-Little Italy (80),Female,18 to 24,Adult,Crimes Against the Person,Assaults,2
321,2020,D51,168,Downtown Yonge East (168),Male,55 to 64,Adult,Crimes Against the Person,Other,1
322,2022,D12,110,Keelesdale-Eglinton West (110),Male,35 to 44,Adult,Crimes Against the Person,Robbery,2
323,2018,D14,85,South Parkdale (85),Female,45 to 54,Adult,Controlled Drugs and Substances Act,Other,1
324,2018,D32,34,Bathurst Manor (34),Male,35 to 44,Adult,Crimes Against Property,Fraud,2
325,2016,D53,100,Yonge-Eglinton (100),Male,45 to 54,Adult,Crimes Against the Person,Assaults,2
326,2022,NSA,NSA,NSA,Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,4
327,2014,D31,27,York University Heights (27),Male,18 to 24,Adult,Crimes Against the Person,Other,9
328,2019,D41,157,Bendale South (157),Male,35 to 44,Adult,Crimes Against the Person,Assaults,1
329,2021,D51,167,Church-Wellesley (167),Female,35 to 44,Adult,Crimes Against the Person,Other,1
330,2016,D33,42,Banbury-Don Mills (42),Male,<18,Youth,Crimes Against the Person,Other,1
331,2022,D12,29,Maple Leaf (29),Male,25 to 34,Adult,Crimes Against Property,Other,5
332,2017,D11,86,Roncesvalles (86),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2
333,2014,D55,60,Woodbine-Lumsden (60),Male,55 to 64,Adult,Other Criminal Code Violations,Other,1
334,2016,D53,174,South Eglinton-Davisville (174),Female,35 to 44,Adult,Crimes Against Property,Other,2
335,2014,D12,NSA,NSA,Male,45 to 54,Adult,Crimes Against the Person,Assaults,1
336,2022,D55,61,Taylor-Massey (61),Male,55 to 64,Adult,Other Criminal Code Violations,Other,5
337,2016,D55,60,Woodbine-Lumsden (60),Male,25 to 34,Adult,Criminal Code Traffic,Refuse Sample,1
338,2017,D14,165,Harbourfront-CityPlace (165),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,3
339,2021,NSA,NSA,NSA,Male,<18,Youth,Crimes Against the Person,Robbery,7
340,2019,D55,70,South Riverdale (70),Male,55 to 64,Adult,Crimes Against Property,Other,6
341,2017,D12,30,Brookhaven-Amesbury (30),Male,45 to 54,Adult,Other Criminal Code Violations,Other,2
342,2022,D13,92,Corso Italia-Davenport (92),Female,45 to 54,Adult,Crimes Against the Person,Other,1
343,2015,D43,140,Guildwood (140),Male,<18,Youth,Crimes Against Property,Theft Under $5000,4
344,2022,D32,36,Newtonbrook West (36),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,1
345,2021,D55,69,Blake-Jones (69),Male,18 to 24,Adult,Crimes Against the Person,Robbery,2
346,2022,D41,120,Clairlea-Birchmount (120),Male,18 to 24,Adult,Crimes Against Property,Fraud,2
347,2022,D52,166,St Lawrence-East Bayfront-The Islands (166),Male,35 to 44,Adult,Other Criminal Code Violations,Other,16
348,2018,D23,1,West Humber-Clairville (1),Male,18 to 24,Adult,Other Criminal Code Violations,Other,21
349,2018,D42,148,East L'Amoreaux (148),Male,25 to 34,Adult,Criminal Code Traffic,Refuse Sample,1
350,2022,D32,35,Westminster-Branson (35),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,2
351,2022,D42,148,East L'Amoreaux (148),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
352,2015,D31,21,Humber Summit (21),Female,<18,Youth,Crimes Against the Person,Assaults,1
353,2016,D13,32,Englemount-Lawrence (32),Female,35 to 44,Adult,Crimes Against the Person,Assaults,2
354,2017,D14,79,University (79),Male,45 to 54,Adult,Other Criminal Code Violations,Other,2
355,2016,D32,152,East Willowdale (152),Male,55 to 64,Adult,Crimes Against the Person,Other,1
356,2019,D53,98,Rosedale-Moore Park (98),Female,45 to 54,Adult,Other Criminal Code Violations,Other,2
357,2014,D23,5,Elms-Old Rexdale (5),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,3
358,2022,D14,162,West Queen West (162),Male,55 to 64,Adult,Other Criminal Code Violations,Other,6
359,2018,D11,86,Roncesvalles (86),Male,<18,Youth,Other Criminal Code Violations,Other,3
360,2014,D14,78,Kensington-Chinatown (78),Male,18 to 24,Adult,Other Criminal Code Violations,Other,29
361,2015,D31,27,York University Heights (27),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,9
362,2022,D55,54,O'Connor-Parkview (54),Male,55 to 64,Adult,Crimes Against Property,Other,2
363,2021,D11,90,Junction Area (90),Male,45 to 54,Adult,Crimes Against Property,Theft Under $5000,9
364,2020,D41,138,Eglinton East (138),Male,25 to 34,Adult,Other Criminal Code Violations,Other,5
365,2015,D14,163,Fort York-Liberty Village (163),Male,35 to 44,Adult,Crimes Against Property,Other,5
366,2019,D14,81,Trinity-Bellwoods (81),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,2
367,2022,D14,165,Harbourfront-CityPlace (165),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,9
368,2021,D22,12,Markland Wood (12),Male,25 to 34,Adult,Crimes Against Property,Other,2
369,2022,D33,53,Henry Farm (53),Male,<18,Youth,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
370,2017,D32,31,Yorkdale-Glen Park (31),Male,18 to 24,Adult,Criminal Code Traffic,Other,1
371,2015,D13,108,Briar Hill-Belgravia (108),Female,45 to 54,Adult,Other Criminal Code Violations,Other,3
372,2015,D22,11,Eringate-Centennial-West Deane (11),Male,55 to 64,Adult,Crimes Against the Person,Other,2
373,2017,D55,44,Flemingdon Park (44),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
374,2014,D11,90,Junction Area (90),Male,25 to 34,Adult,Crimes Against the Person,Robbery,2
375,2022,D33,149,Parkwoods-O'Connor Hills (149),Male,<18,Youth,Crimes Against the Person,Sexual Violations,1
376,2017,D23,1,West Humber-Clairville (1),Male,45 to 54,Adult,Crimes Against Property,Theft Over $5000,1
377,2021,D11,83,Dufferin Grove (83),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,1
378,2020,D55,67,Playter Estates-Danforth (67),Female,35 to 44,Adult,Other Criminal Code Violations,Other,7
379,2020,D55,54,O'Connor-Parkview (54),Male,35 to 44,Adult,Other Criminal Code Violations,Other,11
380,2022,D13,101,Forest Hill South (101),Male,35 to 44,Adult,Crimes Against the Person,Assaults,2
381,2017,D42,118,Tam O'Shanter-Sullivan (118),Female,45 to 54,Adult,Crimes Against Property,Fraud,1
382,2020,D51,73,Moss Park (73),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,14
383,2015,D43,138,Eglinton East (138),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,1
384,2020,D22,161,Humber Bay Shores (161),Male,45 to 54,Adult,Other Criminal Code Violations,Firearm-Related,1
385,2021,D42,147,L'Amoreaux West (147),Male,35 to 44,Adult,Other Criminal Code Violations,Other,6
386,2020,D31,27,York University Heights (27),Female,18 to 24,Adult,Crimes Against the Person,Robbery,1
387,2016,D41,125,Ionview (125),Female,<18,Youth,Crimes Against Property,Theft Under $5000,1
388,2014,D53,56,Leaside-Bennington (56),Male,<18,Youth,Crimes Against Property,Other,2
389,2015,D14,81,Trinity-Bellwoods (81),Male,18 to 24,Adult,Crimes Against the Person,Assaults,11
390,2014,D43,139,Scarborough Village (139),Male,55 to 64,Adult,Crimes Against Property,Theft Under $5000,2
391,2017,D11,85,South Parkdale (85),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,3
392,2016,D22,158,Islington (158),Male,<18,Youth,Crimes Against the Person,Robbery,2
393,2020,D41,124,Kennedy Park (124),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
394,2016,D22,18,New Toronto (18),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2
395,2019,NSA,NSA,NSA,Female,25 to 34,Adult,Crimes Against Property,Other,9
396,2020,D32,50,Newtonbrook East (50),Male,25 to 34,Adult,Other Criminal Code Violations,Other,3
397,2022,D43,141,Golfdale-Cedarbrae-Woburn (141),Female,35 to 44,Adult,Crimes Against Property,Other,1
398,2015,D14,164,Wellington Place (164),Male,45 to 54,Adult,Crimes Against Property,Break and Enter,2
399,2014,D12,111,Rockcliffe-Smythe (111),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,4
400,2014,D53,56,Leaside-Bennington (56),Male,55 to 64,Adult,Crimes Against Property,Theft Under $5000,4
401,2016,D53,101,Forest Hill South (101),Male,25 to 34,Adult,Crimes Against Property,Other,5
402,2019,D42,128,Agincourt South-Malvern West (128),Male,35 to 44,Adult,Other Criminal Code Violations,Other,10
403,2019,D51,70,South Riverdale (70),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,1
404,2017,D51,74,North St.James Town (74),Female,35 to 44,Adult,Controlled Drugs and Substances Act,Other,1
405,2019,D11,90,Junction Area (90),Male,25 to 34,Adult,Crimes Against Property,Fraud,3
406,2014,D31,155,Downsview (155),Male,45 to 54,Adult,Crimes Against the Person,Assaults,4
407,2016,D13,107,Oakwood Village (107),Male,55 to 64,Adult,Criminal Code Traffic,Refuse Sample,1
408,2018,D51,73,Moss Park (73),Female,18 to 24,Adult,Crimes Against Property,Other,7
409,2015,D41,156,Bendale-Glen Andrew (156),Male,<18,Youth,Crimes Against Property,Break and Enter,1
410,2018,D23,9,Edenbridge-Humber Valley (9),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
411,2016,D53,174,South Eglinton-Davisville (174),Female,25 to 34,Adult,Crimes Against Property,Other,1
412,2017,D53,100,Yonge-Eglinton (100),Male,18 to 24,Adult,Other Criminal Code Violations,Other,8
413,2014,D14,162,West Queen West (162),Female,55 to 64,Adult,Other Criminal Code Violations,Other,1
414,2017,D33,43,Victoria Village (43),Male,45 to 54,Adult,Crimes Against the Person,Other,1
415,2020,D12,28,Rustic (28),Male,65+,Adult,Crimes Against the Person,Assaults,1
416,2019,D33,47,Don Valley Village (47),Female,45 to 54,Adult,Crimes Against Property,Other,1
417,2018,D53,98,Rosedale-Moore Park (98),Male,55 to 64,Adult,Crimes Against the Person,Other,1
418,2019,D43,138,Eglinton East (138),Male,45 to 54,Adult,Other Criminal Code Violations,Firearm-Related,1
419,2016,D12,28,Rustic (28),Male,55 to 64,Adult,Crimes Against the Person,Other,1
420,2019,D33,42,Banbury-Don Mills (42),Male,45 to 54,Adult,Crimes Against the Person,Other,1
421,2019,D14,79,University (79),Male,<18,Youth,Crimes Against the Person,Assaults,3
422,2020,D13,108,Briar Hill-Belgravia (108),Male,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
423,2021,D12,113,Weston (113),Male,<18,Youth,Crimes Against Property,Theft Under $5000,2
424,2016,D55,61,Taylor-Massey (61),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,4
425,2020,D42,145,Malvern West (145),Male,<18,Youth,Crimes Against the Person,Robbery,1
426,2018,D41,126,Dorset Park (126),Male,18 to 24,Adult,Crimes Against the Person,Other,3
427,2015,D42,146,Malvern East (146),Male,18 to 24,Adult,Criminal Code Traffic,Refuse Sample,1
428,2016,D52,170,Yonge-Bay Corridor (170),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,2
429,2020,D41,124,Kennedy Park (124),Female,<18,Youth,Crimes Against the Person,Robbery,1
430,2017,D14,80,Palmerston-Little Italy (80),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,2
431,2021,D51,73,Moss Park (73),Male,25 to 34,Adult,Crimes Against the Person,Assaults,69
432,2020,D32,34,Bathurst Manor (34),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2
433,2021,D51,166,St Lawrence-East Bayfront-The Islands (166),Male,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3
434,2015,D12,115,Mount Dennis (115),Male,45 to 54,Adult,Crimes Against the Person,Assaults,6
435,2020,D41,123,Cliffcrest (123),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,1
436,2020,D22,10,Princess-Rosethorn (10),Female,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2
437,2014,D42,146,Malvern East (146),Female,18 to 24,Adult,Controlled Drugs and Substances Act,Other,1
438,2022,D43,134,Highland Creek (134),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
439,2018,D52,166,St Lawrence-East Bayfront-The Islands (166),Female,25 to 34,Adult,Crimes Against the Person,Assaults,6
440,2016,D43,139,Scarborough Village (139),Male,45 to 54,Adult,Crimes Against the Person,Other,6
441,2014,D41,126,Dorset Park (126),Male,45 to 54,Adult,Crimes Against the Person,Assaults,5
442,2018,D32,155,Downsview (155),Male,25 to 34,Adult,Criminal Code Traffic,Refuse Sample,1
443,2019,D43,134,Highland Creek (134),Female,<18,Youth,Crimes Against Property,Break and Enter,1
444,2014,D31,155,Downsview (155),Male,45 to 54,Adult,Criminal Code Traffic,Refuse Sample,1
445,2019,D52,169,Bay-Cloverhill (169),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,8
446,2019,D33,52,Bayview Village (52),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
447,2014,D52,166,St Lawrence-East Bayfront-The Islands (166),Male,25 to 34,Adult,Crimes Against Property,Other,4
448,2022,D14,NSA,NSA,Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,2
449,2020,D52,170,Yonge-Bay Corridor (170),Female,35 to 44,Adult,Crimes Against Property,Break and Enter,1
450,2017,D14,162,West Queen West (162),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,2
451,2021,D33,40,St.Andrew-Windfields (40),Female,18 to 24,Adult,Crimes Against the Person,Assaults,1
452,2019,D14,78,Kensington-Chinatown (78),Male,18 to 24,Adult,Other Criminal Code Violations,Other,18
